Attribute,url,url_length,has_ip,dot_count,protocol_http,protocol_https,subdomain_count,domain_age,dns_valid,site_accessible,has_iframe,has_obfuscated_script,whois_available,whois_registrar,whois_registration_time,whois_expiration_time,whois_name_server
phishing,"""http://right-championships-junior-pubs.trycloudflare.com/ForceG.bat""",69,0,3,0,0,1,2471,0,0,None,None,0,"Cloudflare, Inc.",2018/7/7 20:30,2032/7/7 20:30,"KEVIN.NS.CLOUDFLARE.COM,MARJORY.NS.CLOUDFLARE.COM"
phishing,"""http://117.92.105.134:35510/i""",31,1,3,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://175.165.241.176:53424/i""",32,1,3,0,0,2,None,0,0,None,None,,,,,
phishing,"""https://u1.festerattire.shop/dd4ohp4167.mp3""",45,0,3,0,0,1,15,0,0,None,None,0,PDR Ltd. d/b/a PublicDomainRegistry.com,2025/3/29 0:08,2026/3/29 7:59,"NS1.SUSPENDED-DOMAIN.COM,NS2.SUSPENDED-DOMAIN.COM"
phishing,"""http://125.45.71.67:44846/i""",29,1,3,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://117.254.99.6:57908/bin.sh""",34,1,4,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://209.141.43.206/hiddenbin/boatnet.x86""",45,1,4,0,0,2,None,1,0,None,None,,,,,
phishing,"""http://181.191.80.226:47448/i""",31,1,3,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://117.223.7.190:35362/bin.sh""",35,1,4,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://42.224.27.35:57174/bin.sh""",34,1,4,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://117.209.28.213:43311/i""",31,1,3,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://42.225.206.67:36619/i""",30,1,3,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://upnet.bg/d0/Stokkedslagene.pcx""",39,0,2,0,0,0,None,1,0,None,None,0,,-,-,
phishing,"""http://59.97.182.67:55058/bin.sh""",34,1,4,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://58.47.18.52:56997/bin.sh""",33,1,4,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://117.26.110.181:53880/i""",31,1,3,0,0,2,None,0,0,None,None,,,,,
phishing,"""http://123.190.89.248:33367/i""",31,1,3,0,0,2,None,0,0,None,None,,,,,
